mahout,smarthi,2016-04-23T14:17:40
mahout,yougoer,2016-04-22T20:33:55
mahout,smarthi,2016-04-20T23:58:12
mahout,andrewpalumbo,2016-04-20T15:40:21
mahout,andrewpalumbo,2016-04-20T06:31:38
mahout,andrewpalumbo,2016-04-20T06:04:35
mahout,andrewpalumbo,2016-04-20T05:58:35
mahout,andrewpalumbo,2016-04-20T04:48:33
mahout,andrewpalumbo,2016-04-20T04:44:27
mahout,andrewpalumbo,2016-04-20T04:39:25
mahout,andrewpalumbo,2016-04-20T04:36:41
mahout,andrewpalumbo,2016-04-20T04:32:50
mahout,andrewpalumbo,2016-04-20T00:54:44
mahout,andrewpalumbo,2016-04-20T00:20:11
mahout,andrewpalumbo,2016-04-19T23:27:23
mahout,andrewpalumbo,2016-04-19T23:17:21
mahout,andrewpalumbo,2016-04-19T23:07:45
mahout,smarthi,2016-04-19T21:18:08
mahout,smarthi,2016-04-19T21:01:36
mahout,smarthi,2016-04-19T20:36:11
mahout,smarthi,2016-04-19T20:10:47
mahout,smarthi,2016-04-18T00:49:06
mahout,smarthi,2016-04-14T21:38:13
mahout,smarthi,2016-04-13T21:23:53
mahout,smarthi,2016-04-11T12:20:59
mahout,smarthi,2016-04-11T12:20:42
mahout,smarthi,2016-04-11T11:29:05
mahout,andrewpalumbo,2016-04-11T09:57:57
mahout,andrewpalumbo,2016-04-11T08:52:41
mahout,andrewpalumbo,2016-04-11T08:44:06
mahout,andrewpalumbo,2016-04-11T08:43:52
mahout,smarthi,2016-04-11T08:35:53
mahout,smarthi,2016-04-11T08:08:31
mahout,andrewpalumbo,2016-04-11T07:04:17
mahout,smarthi,2016-04-11T05:24:32
mahout,smarthi,2016-04-11T02:07:23
mahout,smarthi,2016-04-11T02:07:07
mahout,smarthi,2016-04-11T01:40:13
mahout,andrewpalumbo,2016-04-11T01:11:57
mahout,smarthi,2016-04-11T00:50:24
mahout,smarthi,2016-04-11T00:26:23
mahout,smarthi,2016-04-11T00:26:08
mahout,andrewpalumbo,2016-04-11T00:05:12
mahout,andrewpalumbo,2016-04-10T23:13:10
mahout,andrewpalumbo,2016-04-10T23:10:44
mahout,smarthi,2016-04-10T18:44:09
mahout,smarthi,2016-04-10T05:34:34
mahout,smarthi,2016-04-10T03:04:53
mahout,smarthi,2016-04-09T00:24:04
mahout,andrewmusselman,2016-04-09T00:10:01
mahout,andrewmusselman,2016-04-09T00:08:16
mahout,andrewmusselman,2016-04-09T00:04:59
mahout,andrewmusselman,2016-04-09T00:04:35
mahout,smarthi,2016-04-08T23:38:51
mahout,smarthi,2016-04-08T08:27:31
mahout,andrewpalumbo,2016-04-08T08:03:10
mahout,smarthi,2016-04-07T01:18:59
mahout,smarthi,2016-04-07T00:52:52
mahout,smarthi,2016-04-06T06:35:29
mahout,smarthi,2016-04-03T16:27:04
mahout,smarthi,2016-03-29T23:26:03
mahout,smarthi,2016-03-28T21:17:48
mahout,smarthi,2016-03-27T23:21:45
mahout,andrewpalumbo,2016-03-27T20:23:41
mahout,andrewpalumbo,2016-03-27T20:06:11
mahout,andrewpalumbo,2016-03-27T19:16:36
mahout,andrewpalumbo,2016-03-27T03:49:14
mahout,andrewpalumbo,2016-03-27T03:28:52
mahout,andrewpalumbo,2016-03-27T03:22:44
mahout,andrewpalumbo,2016-03-26T21:35:37
mahout,andrewpalumbo,2016-03-26T00:33:22
mahout,andrewpalumbo,2016-03-26T00:26:41
mahout,andrewpalumbo,2016-03-25T23:05:39
mahout,andrewpalumbo,2016-03-25T22:31:51
mahout,andrewpalumbo,2016-03-25T22:10:18
mahout,andrewpalumbo,2016-03-25T20:56:20
mahout,smarthi,2016-03-25T08:03:05
mahout,andrewpalumbo,2016-03-22T23:14:57
mahout,andrewpalumbo,2016-03-22T04:08:19
mahout,smarthi,2016-03-22T02:59:11
mahout,andrewpalumbo,2016-03-22T02:22:09
mahout,andrewmusselman,2016-03-20T03:14:51
mahout,andrewmusselman,2016-03-19T21:46:48
mahout,andrewmusselman,2016-03-18T01:34:41
mahout,andrewmusselman,2016-03-19T21:46:48
mahout,andrewmusselman,2016-03-18T01:34:41
mahout,andrewmusselman,2016-03-18T01:00:01
mahout,andrewmusselman,2016-03-18T01:00:01
mahout,andrewpalumbo,2016-03-17T22:33:10
mahout,smarthi,2016-03-17T17:46:45
mahout,andrewpalumbo,2016-03-15T22:19:49
mahout,andrewpalumbo,2016-03-15T22:19:49
mahout,smarthi,2016-03-15T21:32:29
mahout,andrewpalumbo,2016-03-15T16:21:15
mahout,andrewpalumbo,2016-03-15T16:44:10
mahout,andrewpalumbo,2016-03-15T16:59:20
mahout,smarthi,2016-03-15T20:26:24
mahout,andrewpalumbo,2016-03-15T19:52:43
mahout,andrewpalumbo,2016-03-15T19:40:30
mahout,smarthi,2016-03-15T19:03:35
mahout,andrewpalumbo,2016-03-15T18:47:27
mahout,smarthi,2016-03-15T18:24:04
mahout,smarthi,2016-03-15T17:57:35
mahout,andrewpalumbo,2016-03-15T16:59:20
mahout,andrewpalumbo,2016-03-15T16:44:10
mahout,andrewpalumbo,2016-03-15T16:21:15
mahout,dlyubimov,2015-10-25T03:26:56
